,bedrooms,sqft_lot,sqft_living,price,floors10,floors15,floors20,floors25,floors30,floors35,view00,view10,view20,view30,view40,grade3,grade4,grade5,grade6,grade7,grade8,grade9,grade10,grade11,grade12,grade13
6862,1.6094379124341003,9.695109453422392,7.962067308753666,14.26019637922572,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6863,1.3862943611198906,8.55159461813357,7.512071245835466,12.65075846679162,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6864,1.0986122886681098,9.168893182062009,7.595889917718538,13.137251989898079,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6865,1.0986122886681098,9.192888978362427,7.01211529430638,12.287652632522597,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6866,1.0986122886681098,9.508739807769159,7.512071245835466,12.992254692057308,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6867,1.791759469228055,8.835646922534773,8.1886891244442,13.337474757021274,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6868,1.3862943611198906,9.05157907959124,8.07402621612406,13.726679344257658,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6869,1.3862943611198906,8.575462099540212,7.306531398939505,12.959844447906553,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6870,0.6931471805599453,8.63817111796914,6.897704943128636,12.983101310070822,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6871,1.0986122886681098,9.426580146973597,7.406103381237015,12.628067055589549,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6872,0.6931471805599453,8.294049640102028,6.579251212010101,12.528156144699286,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6873,1.0986122886681098,8.881836305004146,7.745002803515839,12.699243334057444,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6874,1.0986122886681098,9.257319373170178,7.8898337513942955,13.604789526648622,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6875,1.0986122886681098,9.111072370317514,8.026170194946426,13.480037821676145,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6876,1.0986122886681098,9.372459221452617,7.22983877815125,12.513557345278134,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6877,0.6931471805599453,8.62317351495347,6.551080335043404,12.491251587763836,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6878,1.0986122886681098,9.031692060548524,7.444248649496705,13.204864598916073,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6879,1.0986122886681098,8.99516499031115,7.27931883541462,12.89921982609012,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6880,1.6094379124341003,9.104979856318357,7.630461261783627,13.141185131644917,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6881,1.0986122886681098,8.740336742730447,7.77485576666552,13.112313041550827,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
6882,1.3862943611198906,8.624072553043334,7.9229859587111955,12.959726793926773,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6883,1.0986122886681098,9.294221855956884,6.84587987526405,12.345834587905333,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6884,1.3862943611198906,8.724207360800564,7.473069088032197,12.367340793126296,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6885,1.0986122886681098,9.077037524661762,7.215239978730097,13.545013310266594,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6886,1.0986122886681098,8.724207360800564,7.605890001053122,12.765688433465597,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6887,1.0986122886681098,7.723120092266331,7.67786350067821,13.710150042306449,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6888,1.0986122886681098,8.70946507906336,6.835184586147301,12.429216196844383,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6889,1.0986122886681098,7.620705086838262,6.927557906278317,12.323855681186558,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6890,0.6931471805599453,8.600246746551523,7.215239978730097,12.449018824140563,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6891,1.3862943611198906,8.881836305004146,7.450079569807499,11.993498045565198,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6892,1.0986122886681098,9.499271663828395,7.489970898834801,12.724866438945341,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6893,1.0986122886681098,8.824677891164198,7.047517221357296,12.92513120787462,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6894,1.3862943611198906,9.547954813176172,7.904703913873747,13.127748849680666,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6895,1.0986122886681098,9.169622538697624,7.783224016336037,13.132313708257497,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6896,1.0986122886681098,8.942460926820582,7.414572881350589,12.429216196844383,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6897,1.0986122886681098,8.942460926820582,7.414572881350589,13.253391639810733,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6898,1.3862943611198906,9.082052351674651,7.736307096548285,12.765402678355779,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6899,1.0986122886681098,10.1528055448198,7.962067308753666,13.049792684569493,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6900,1.3862943611198906,10.151869908713964,8.352318548226004,13.345506928718539,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6901,1.0986122886681098,8.537387898701757,7.495541943884256,13.39239051461739,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6902,1.3862943611198906,9.336708670790989,7.992944547318106,13.058358047428417,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6903,1.0986122886681098,8.881836305004146,7.590852123688581,12.779873068457553,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6904,1.0986122886681098,7.875119281040293,7.455876687491824,13.297995946047488,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6905,1.3862943611198906,10.515777110135918,8.013012110368916,13.579788224443204,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6906,1.3862943611198906,11.364715437805042,8.405143687607614,13.693342923990066,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6907,1.3862943611198906,8.294049640102028,7.948031990637284,13.845069360205818,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6908,1.3862943611198906,8.594154232552366,7.659171367666058,13.473020249017498,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6909,1.0986122886681098,9.134107065976593,7.673223121121708,12.966971928140937,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6910,1.6094379124341003,9.535534968687735,8.163371316459912,14.130321297804308,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6911,0.6931471805599453,8.131530710604252,6.877296071497429,13.210374254727043,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6912,1.3862943611198906,8.659733878198347,7.215239978730097,13.199324418540456,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6913,1.0986122886681098,8.006367567650246,7.293017679772782,12.983101310070822,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6914,1.3862943611198906,9.23824732522919,8.019612794400267,13.199324418540456,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6915,0.6931471805599453,8.882391706295847,6.756932389247553,12.556729517143344,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6916,0.6931471805599453,8.648221453822641,6.709304340258298,12.245293358683455,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6917,1.0986122886681098,8.864464055279676,7.549609165154532,12.66032791780777,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6918,0.6931471805599453,8.61431990214696,7.1929342212158,12.942039823273047,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6919,1.0986122886681098,10.54783831890711,7.122866658599083,12.751299696013497,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6920,1.0986122886681098,6.96979066990159,7.1929342212158,12.834681304952548,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6921,1.0986122886681098,9.4588397305527,7.539027055823995,12.873389066055598,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6922,1.0986122886681098,8.930626469173578,7.5443321080536885,13.071070083016778,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6923,1.3862943611198906,10.637968596589051,7.718685495198466,13.251635713108469,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6924,1.6094379124341003,11.594173599670746,8.444622498581403,13.800396920154226,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6925,1.0986122886681098,8.989943046329998,7.512071245835466,13.184398768323781,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6926,0.6931471805599453,8.517193191416238,6.579251212010101,12.542544882151386,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6927,1.3862943611198906,10.822015779350474,7.580699752224563,12.983101310070822,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6928,1.0986122886681098,11.173121684915964,7.106606137727303,12.314927050442256,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6929,0.6931471805599453,11.693495488725377,7.495541943884256,12.873902018105829,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6930,1.0986122886681098,9.457200449907708,7.200424892944957,12.66032791780777,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6931,1.0986122886681098,8.216088098632316,7.461640392208575,13.324487561494463,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6932,1.0986122886681098,7.783224016336037,7.426549072397305,13.289571296388235,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6933,1.3862943611198906,9.040263541598666,8.077136638538454,13.592367006650065,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6934,1.0986122886681098,9.035986984831405,7.383989457978509,12.323855681186558,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6935,0.6931471805599453,11.107150308802131,8.058327306580958,13.287708309991167,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6936,1.3862943611198906,9.484633207308947,7.832014180505469,13.244581010128577,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6937,1.0986122886681098,9.041685005946043,7.659171367666058,13.38472764187182,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6938,1.0986122886681098,9.048409504829962,7.644919344958857,13.120361374733656,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6939,1.0986122886681098,9.931199991102664,7.1929342212158,12.542544882151386,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6940,1.0986122886681098,8.922658299524402,7.791522819150732,13.384650715836164,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6941,1.0986122886681098,8.757783656334167,7.31986492980897,12.948009990259552,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6942,1.3862943611198906,8.574140471857987,7.659171367666058,12.676045024287617,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6943,1.0986122886681098,9.713234625415893,7.52294091807237,12.487485104968359,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6944,1.0986122886681098,9.709538659501193,7.7406644019172415,13.085699393032737,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6945,1.0986122886681098,9.603057907261844,7.8632667240095735,13.021437458814368,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6946,1.3862943611198906,9.478610240906502,8.55256033525353,14.214286677921642,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6947,0.6931471805599453,9.050992878742049,7.501082124259871,12.834681304952548,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6948,1.6094379124341003,8.496990484098719,7.691656822810547,13.284482226880764,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6949,1.3862943611198906,9.231612507251722,7.824046010856292,13.36138027787483,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6950,1.3862943611198906,8.848222068371385,7.5443321080536885,12.544329003944888,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6951,0.6931471805599453,9.0595174822416,7.620705086838262,12.257240932104573,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6952,1.0986122886681098,8.85366542803745,7.177782416195197,12.188417710291453,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6953,1.6094379124341003,9.04899722156742,8.296546520300614,14.151982794585487,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6954,1.0986122886681098,8.991313336173812,7.484368643286131,13.071070083016778,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6955,1.0986122886681098,9.11173476822206,7.590852123688581,13.217673557208654,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6956,1.0986122886681098,8.881836305004146,8.213381737034572,14.27293540500315,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6957,1.0986122886681098,8.80792062205398,7.3395376954076745,12.388394202324129,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6958,1.0986122886681098,8.99961934066053,7.029972911706386,12.513557345278134,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6959,1.0986122886681098,12.251041231046758,7.8160138391590275,12.920261881056826,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6960,1.0986122886681098,8.922658299524402,7.855544677915663,13.369223455335854,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6961,1.3862943611198906,8.885440911707585,7.605890001053122,12.66349749256905,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6962,1.3862943611198906,9.392661928770137,7.749322464660356,12.608198852372823,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6963,0.6931471805599453,7.644919344958857,7.07326971745971,13.011431816697048,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6964,1.3862943611198906,9.99442454752823,8.064636475774222,13.509664514884822,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6965,1.3862943611198906,10.869843825417005,7.996317231796746,13.407542319637992,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6967,1.3862943611198906,8.987196820661973,7.396335293800808,12.2783933071098,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6968,1.0986122886681098,8.766394277049736,7.3901814282264295,12.524526376648708,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6969,1.3862943611198906,9.016755622903517,7.682482446534506,13.381645975334411,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6970,1.3862943611198906,9.00859131751613,7.673223121121708,12.936033799212835,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6971,1.0986122886681098,7.495541943884256,7.478734825567875,13.444446876573442,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6972,1.3862943611198906,9.492507263739853,7.6544432264701125,12.676076274775909,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6973,1.0986122886681098,9.022201929860664,7.371489295214277,13.527828485512494,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6974,1.0986122886681098,7.329093736246592,7.222566018822171,12.779873068457553,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6975,1.0986122886681098,8.90910013492555,7.237059026124737,12.4130868149145,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6976,1.0986122886681098,9.25569607369698,7.402451520818244,13.963930563082547,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6977,1.0986122886681098,9.408125088823502,7.8898337513942955,13.51979631381523,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6978,1.0986122886681098,10.11617664594648,8.594154232552366,14.006130917572923,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6979,1.0986122886681098,8.817297783866575,7.432483807917119,12.287652632522597,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6980,1.0986122886681098,8.536995818712418,7.8632667240095735,13.27594246533263,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6981,0.6931471805599453,8.517193191416238,7.24422751560335,13.151922179645874,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6982,1.3862943611198906,8.987196820661973,7.668561108015897,13.294634598344782,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6983,1.0986122886681098,8.639410824140487,7.402451520818244,12.621818063045895,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6985,1.6094379124341003,9.373988663504516,8.026170194946426,13.470199372675857,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6986,1.0986122886681098,8.890135107818843,7.047517221357296,12.30591798049989,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6987,1.0986122886681098,8.882530508433623,7.600902459542082,12.691580461311874,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6988,1.0986122886681098,8.691146498539675,7.352441100243583,12.86099861326992,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6989,1.0986122886681098,8.452974619089586,7.635303886259415,12.79246945614324,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6990,1.0986122886681098,8.881836305004146,7.560080465021827,12.978493006984626,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6991,0.6931471805599453,8.507142855562735,6.907755278982137,13.17115354157376,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6992,1.0986122886681098,9.216521231051264,7.432483807917119,12.783247649837698,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6993,1.3862943611198906,11.375041757606843,8.035926369891792,13.296316684527767,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6994,1.3862943611198906,8.13739583005665,7.489970898834801,13.235692062711331,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6995,1.3862943611198906,9.985113621416073,8.465899897028686,14.594835434765272,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6996,1.3862943611198906,8.294049640102028,7.644919344958857,13.148031124152906,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6997,0.6931471805599453,7.843848638152472,6.522092798170152,12.80765263256463,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6998,1.3862943611198906,9.387816877106937,7.649692623711514,12.815838217151068,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6999,1.3862943611198906,8.294049640102028,7.951559331155252,13.676248490630767,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7000,1.0986122886681098,8.82585367025321,7.293017679772782,12.323855681186558,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7001,1.3862943611198906,10.117267400897372,8.4096079807363,14.144814305106875,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
7002,1.0986122886681098,8.997023381479709,7.047517221357296,12.083905011555967,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7003,1.0986122886681098,9.198166571044474,7.286191714702382,13.049792684569493,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7004,1.3862943611198906,8.755107121633896,8.055157731819678,13.527828485512494,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
7005,1.0986122886681098,7.937374696163295,6.993932975223189,11.911701584927597,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7006,1.0986122886681098,10.768063848723605,7.8898337513942955,13.312983737012978,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
7007,1.0986122886681098,8.66561319653451,7.6544432264701125,13.493926933836812,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7008,1.3862943611198906,8.56331312702979,7.478734825567875,12.933379677736824,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7009,1.0986122886681098,8.794824928014517,7.31986492980897,12.205822614274965,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7010,0.0,9.523617089089445,6.272877006546167,12.89921982609012,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7011,1.0986122886681098,8.517193191416238,7.791522819150732,13.676248490630767,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7012,1.6094379124341003,8.9445502459405,7.820037989458753,12.584509081250419,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7013,1.0986122886681098,8.988695696785708,6.897704943128636,12.323855681186558,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7014,1.3862943611198906,9.120306249272202,7.455876687491824,13.053549061403968,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7015,0.6931471805599453,9.388821229384199,7.272398392570047,12.706847933442663,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7017,1.3862943611198906,8.85366542803745,7.575584651557793,13.595487133986309,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7018,1.6094379124341003,8.594154232552366,7.9157131993821155,12.84476364029406,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7019,1.0986122886681098,9.432443382115146,7.986164860332727,13.58609739363647,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7020,1.0986122886681098,8.898365606955357,7.090076835776092,13.038981768465277,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7021,1.0986122886681098,9.297251743965479,7.635303886259415,13.248114582709889,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7022,1.0986122886681098,9.653101264828043,7.358830898342354,12.25462468611234,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7023,0.6931471805599453,11.0039814032889,6.956545443151569,12.936033799212835,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7024,1.3862943611198906,8.851520271691061,7.512071245835466,12.958667284733538,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7025,0.6931471805599453,9.433483923290392,6.877296071497429,12.47227568630483,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7026,1.0986122886681098,9.179468708309095,7.696212639346407,12.80765263256463,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7027,1.3862943611198906,8.083328608786376,7.5652752818989315,13.35506114152335,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7028,1.6094379124341003,10.665227524561685,8.860782895806315,15.150511624696614,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
7029,1.0986122886681098,8.284504227258497,7.489970898834801,13.277656261810364,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7030,1.0986122886681098,11.318466547515927,7.352441100243583,12.644327576461329,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7031,1.3862943611198906,8.985320060649112,7.930206206684683,13.482831119581757,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7032,1.0986122886681098,8.99961934066053,7.450079569807499,13.410545324897761,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7033,1.0986122886681098,8.99961934066053,7.402451520818244,12.154779351142624,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7034,1.0986122886681098,9.104979856318357,7.455876687491824,12.971540487669746,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7035,0.6931471805599453,8.906528917594517,6.606650186198215,12.269047444691562,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7036,1.0986122886681098,8.21878715560148,7.731930721948486,13.071070083016778,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7037,0.6931471805599453,10.084224521199845,7.644919344958857,13.383187995686226,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
